"";"X";"Ca_L1";"Mg_L1";"K_L1";"Na_L1";"NO3_L1";"NH4_L1";"SO4_L1";"Cl_L1";"P_L1";"DOC_L1";"pH_L1";"Al_L1";"R_L1";"HR_L1";"Si_L1";"Ca_L2";"Mg_L2";"K_L2";"Na_L2";"NO3_L2";"NH4_L2";"SO4_L2";"Cl_L2";"P_L2";"DOC_L2";"pH_L2";"Al_L2";"R_L2";"HR_L2";"Si_L2";"Ca_L3";"Mg_L3";"K_L3";"Na_L3";"NO3_L3";"NH4_L3";"SO4_L3";"Cl_L3";"P_L3";"DOC_L3";"pH_L3";"Al_L3";"R_L3";"HR_L3";"Si_L3";"Ca_L4";"Mg_L4";"K_L4";"Na_L4";"NO3_L4";"NH4_L4";"SO4_L4";"Cl_L4";"P_L4";"DOC_L4";"pH_L4";"Al_L4";"R_L4";"HR_L4";"Si_L4";"Ca_L5";"Mg_L5";"K_L5";"Na_L5";"NO3_L5";"NH4_L5";"SO4_L5";"Cl_L5";"P_L5";"DOC_L5";"pH_L5";"Al_L5";"R_L5";"HR_L5";"Si_L5";"Ca_L6";"Mg_L6";"K_L6";"Na_L6";"NO3_L6";"NH4_L6";"SO4_L6";"Cl_L6";"P_L6";"DOC_L6";"pH_L6";"Al_L6";"R_L6";"HR_L6";"Si_L6";"Ca_L7";"Mg_L7";"K_L7";"Na_L7";"NO3_L7";"NH4_L7";"SO4_L7";"Cl_L7";"P_L7";"DOC_L7";"pH_L7";"Al_L7";"R_L7";"HR_L7";"Si_L7";"Ca_L8";"Mg_L8";"K_L8";"Na_L8";"NO3_L8";"NH4_L8";"SO4_L8";"Cl_L8";"P_L8";"DOC_L8";"pH_L8";"Al_L8";"R_L8";"HR_L8";"Si_L8";"Date";"AEC_SO4_L1";"AEC_PO4_L1";"AEC_Cl_L1";"AEC_SO4_L2";"AEC_PO4_L2";"AEC_Cl_L2";"AEC_SO4_L3";"AEC_PO4_L3";"AEC_Cl_L3";"AEC_SO4_L4";"AEC_PO4_L4";"AEC_Cl_L4";"AEC_SO4_L5";"AEC_PO4_L5";"AEC_Cl_L5";"AEC_SO4_L6";"AEC_PO4_L6";"AEC_Cl_L6";"AEC_SO4_L7";"AEC_PO4_L7";"AEC_Cl_L7";"AEC_SO4_L8";"AEC_PO4_L8";"AEC_Cl_L8";"CEC_Ca_L1";"CEC_Mg_L1";"CEC_K_L1";"CEC_Na_L1";"CEC_NH4_L1";"CEC_Al_L1";"CEC_H_L1";"CEC_Ca_L2";"CEC_Mg_L2";"CEC_K_L2";"CEC_Na_L2";"CEC_NH4_L2";"CEC_Al_L2";"CEC_H_L2";"CEC_Ca_L3";"CEC_Mg_L3";"CEC_K_L3";"CEC_Na_L3";"CEC_NH4_L3";"CEC_Al_L3";"CEC_H_L3";"CEC_Ca_L4";"CEC_Mg_L4";"CEC_K_L4";"CEC_Na_L4";"CEC_NH4_L4";"CEC_Al_L4";"CEC_H_L4";"CEC_Ca_L5";"CEC_Mg_L5";"CEC_K_L5";"CEC_Na_L5";"CEC_NH4_L5";"CEC_Al_L5";"CEC_H_L5";"CEC_Ca_L6";"CEC_Mg_L6";"CEC_K_L6";"CEC_Na_L6";"CEC_NH4_L6";"CEC_Al_L6";"CEC_H_L6";"CEC_Ca_L7";"CEC_Mg_L7";"CEC_K_L7";"CEC_Na_L7";"CEC_NH4_L7";"CEC_Al_L7";"CEC_H_L7";"CEC_Ca_L8";"CEC_Mg_L8";"CEC_K_L8";"CEC_Na_L8";"CEC_NH4_L8";"CEC_Al_L8";"CEC_H_L8"
"12";12;31,9273434;44,7038536;10,6514072;39,5524559;0,5668431;0,596908;22,6283894;67,6852417;0,7985223;825,7523804;4,9941406;2,4791229;105,2570343;32,3683701;16,7132092;46,880249;49,0045776;26,7302208;81,1163788;0;0;23,5116863;91,1557236;0,7038927;1666,3284912;4,6289062;1,0860953;190,3984528;87,3229904;182,7601776;201,8432617;84,9663544;29,7256222;84,5724106;0;0;27,3709297;159,8488464;0,7539863;3301,9501953;5,5820312;0,1853669;477,0205994;73,3044281;291,7201233;39,5742149;68,0288773;26,0905514;114,8047867;0;0;12,3455381;205,0669403;0,4649005;1916,8637695;4,2246094;0,2843724;188,5695801;130,9077301;292,829834;35,9332581;61,0071564;23,3494015;115,4850616;0;0;12,3253365;257,2666016;0,3361028;1698,3310547;4,0175781;1,0558343;153,1118469;129,9433441;371,1504822;37,0003433;59,002182;29,2794914;174,058609;0;0;12,1019611;326,9370728;0,1420824;1313,4387207;4,1152344;0,554988;123,4882889;95,4181595;412,962616;61,8403664;90,6140366;30,3727837;232,6886139;0;0;11,9801397;341,7192993;0,0327129;901,1271973;10,1503906;0;150,1751862;0,0126848;272,5755005;42,2449646;97,5567474;32,2296333;242,219696;0;0;11,8938847;353,125;0;718,8138428;10,1894531;0;119,7929688;0,0093401;229,4379883;NA;8958,5996094;9994,5068359;58,4331779;9043,5146484;9994,5068359;69,7201004;9043,5146484;9994,5068359;89,0974731;3066,9719238;9994,5068359;90,4978638;3042,2385254;9994,5068359;94,0503845;3042,2385254;9994,5068359;95,988739;3042,2385254;9994,5068359;96,3843536;3042,2385254;9994,5068359;96,5596542;63209,3359375;17700,8203125;11901,8222656;1227,6582031;3,7054541;10916,203125;5762,6279297;44692,7148438;15572,640625;8744,3310547;884,5274048;0;20843,6816406;6241,5112305;39384,6640625;16579,0546875;7561,1757812;1290,7386475;0;31530,2285156;4373,7885742;31357,4277344;13476,0126953;5494,6870117;725,3388672;0;33334,9023438;4982,840332;25014,6835938;12491,0869141;4233,0585938;747,732666;0;41840,28125;5186,9755859;20383,9140625;11737,9091797;3232,5754395;576,503418;0;50231,6796875;5169,1967773;16570,1660156;3080,1850586;2444,5610352;496,0352173;0;58673,203125;5012,2001953;14442,3144531;3088,128418;1965,8793945;479,2993164;0;64186,3320312;5003,6166992
"13";13;17,774559;24,8168278;7,7955527;31,0604591;0,5972822;0,4863997;21,7660446;59,7902107;0,4286173;242,2793121;5,0878906;1,7756968;31,6342735;8,7456121;4,5285006;20,9888401;21,9927635;17,2031784;49,598156;0;0;21,9468784;66,8956146;0,3730065;502,5905762;4,7832031;0,5161853;60,3275146;23,4375858;42,6485329;65,1666107;27,5173702;15,1397667;44,7389565;0;0;21,9544373;87,4707413;0,3297909;930,3516846;5,1230469;0,5044432;122,5244751;32,5341454;86,469902;19,5736504;33,5378456;18,2188683;74,8308868;0;0;12,3071566;113,8947449;0,2246313;902,8529663;4,4511719;0,0757521;96,9368362;53,5386505;132,522049;19,6576347;33,4076958;17,2073059;84,5467987;0;0;12,2810612;144,2844696;0,1658866;929,7971191;4,2773438;0,205385;93,4222794;61,5438995;181,2967377;22,1683769;35,3764496;22,6682224;121,3200607;0;0;12,2767134;182,4328308;0,1826022;920,4874268;4,3710938;0,1186382;95,9182739;57,4963074;229,6027069;32,7961502;48,1125603;23,2949352;165,0630493;0;0;13,2909784;229,0939941;0,1951836;926,3158569;4,8046875;0,0156216;111,9141846;42,4718018;258,8913574;21,7872047;50,0720673;23,2504387;165,5018463;0;0;12,2493219;223,0629578;0,1627242;778,6090698;4,9179688;0,0094244;97,2109146;32,5572624;238,9712219;NA;8874,0849609;9994,5068359;54,7517738;9043,5146484;9994,5068359;59,8540154;9043,5146484;9994,5068359;71,0327454;3091,8056641;9994,5068359;84,5946198;3042,2385254;9994,5068359;87,9243164;3042,2385254;9994,5068359;90,7697678;3042,2385254;9994,5068359;92,3571091;3042,2385254;9994,5068359;92,8858871;63174,8671875;17640,9414062;11880,7001953;1314,923584;4,1182804;10934,0371094;5831,4477539;44707,8710938;15615,4345703;8713,4023438;837,3814697;0;20834,2539062;6232,0893555;39324,8671875;16605,390625;7581,8256836;1344,2861328;0;31529,921875;4367,5048828;31480,1582031;13484,6689453;5491,6333008;676,6783447;0;33296,1679688;4888,081543;25024,9179688;12508,609375;4239,4438477;743,9352417;0;41811,1601562;5216,2495117;20387,8398438;11748,7714844;3223,1308594;517,5046997;0;50201,3398438;5299,3354492;16567,2636719;3083,279541;2452,9707031;460,364502;0;58661,9375;5072,6342773;14485,1328125;3082,4262695;1961,9897461;453,0689087;0;64162,2851562;5031,578125
"14";14;13,4209728;18,6688862;6,6070309;27,6951504;0,4397563;0,4843688;20,6696396;47,3862076;0,4727986;140,1984711;5,15625;1,3823531;18,6104164;4,7559977;1,875067;13,8188276;14,5106659;13,5891485;37,3319092;0;0;20,9120693;51,5219917;0,4054128;235,6183167;4,8574219;0,3696383;28,914032;10,35569;12,4057217;32,9099655;13,9361153;10,5793638;32,1105232;0;0;21,0756054;58,8787537;0,3571948;340,260498;5,0859375;0,5417713;44,4061241;12,3039618;22,8084087;9,4524088;16,1571178;12,4350433;48,1616096;0;0;11,9801464;68,4087982;0,2441274;358,7478943;4,6542969;0,0264809;41,3377495;18,4535675;42,4583817;9,4813747;16,122551;11,6806326;56,2511787;0;0;11,7081861;80,7183075;0,1718006;400,3728943;4,5253906;0,0489338;44,1498947;22,5789261;63,3349991;11,263483;17,9811325;15,7574568;76,7769241;0;0;11,7567739;97,530304;0,1850764;443,0974121;4,6640625;0,025106;51,2210464;22,6285267;89,1610718;16,2451706;23,7996044;15,506032;99,217308;0;0;11,8186541;119,0775604;0,177288;492,0235291;4,9785156;0,0073808;62,4565926;19,5473309;115,5001755;12,685092;28,9638233;17,5736771;114,2301865;0;0;12,1291618;134,3889008;0,1557148;498,2177734;5,078125;0,0055;64,8942337;18,1420727;132,1902771;NA;8769,0048828;9994,5068359;47,5434227;9043,5146484;9994,5068359;50,6562958;9043,5146484;9994,5068359;55,9099426;3122,9887695;9994,5068359;76,2979584;3042,2385254;9994,5068359;79,4866257;3042,2385254;9994,5068359;82,7731705;3042,2385254;9994,5068359;85,7275314;3042,2385254;9994,5068359;87,0822372;63145,5273438;17567,3808594;11854,0292969;1380,2601318;4,8279562;10958,5908203;5924,362793;44716,5664062;15651,7675781;8676,0585938;794,491272;0;20828,0742188;6240,8271484;39249,5273438;16620,6777344;7602,390625;1384,4881592;0;31533,2636719;4416,4121094;31565,6054688;13488,8681641;5488,3984375;637,7060547;0;33278,9140625;4802,7866211;25030,9375;12518,7402344;4244,7202148;730,0562134;0;41797,4101562;5233,7475586;20388,9453125;11753,8447266;3212,3359375;469,5552979;0;50185,4335938;5393,2192383;16559,3808594;3077,6274414;2459,7653809;416,8709106;0;58655,265625;5156,5561523;14520,09375;3069,784668;1955,6113281;412,3790894;0;64144,2226562;5088,3227539
"15";15;18,4915695;25,691206;8,5717554;35,2617798;1,3384099;0,7587866;25,2438354;39,8158035;1,2104756;422,7410583;5,0683594;2,201777;54,9286613;15,528182;4,2670074;20,4430122;21,4746304;18,4623737;50,0371323;0;0;26,0517139;55,6520462;1,1351613;558,4111328;4,7773438;0,6318296;66,9080353;26,1605034;31,6085987;48,0897293;20,3745842;14,7697983;44,9563675;0;0;27,965971;72,8957443;1,0982742;654,6181641;4,9863281;0,9920499;83,2697754;25,833252;34,3510094;9,3342514;15,9494066;12,9566717;49,7995567;0;0;13,1169834;68,4848251;0,4887906;408,2940674;4,5976562;0,0380328;46,1643028;21,884716;40,6912918;9,8173552;16,6944923;12,6334076;60,4896584;0;0;13,1456985;81,8555298;0,29907;453,0443115;4,5351562;0,052581;50,1301003;25,3772888;59,8080292;11,3819246;18,1708508;16,7518368;80,0950928;0;0;13,0886412;96,4246979;0,3462367;461,3065796;4,71875;0,0220715;54,2736282;22,6108017;82,2241669;16,2045422;23,7280521;16,3400669;101,9055481;0;0;13,0902042;114,3712463;0,3296462;530,0931396;5,0195312;0,0071744;68,0222168;20,3266449;105,9002762;12,4292116;28,3432198;18,1046963;115,2769318;0;0;13,1392345;127,0537491;0,2657526;534,578186;5,1074219;0,0054568;70,1357269;18,9606266;122,2186432;NA;8748,0634766;9994,5068359;35,2815018;9043,5146484;9994,5068359;45,3172188;9043,5146484;9994,5068359;52,5911713;3129,2438965;9994,5068359;74,3942337;3042,2385254;9994,5068359;77,3659973;3042,2385254;9994,5068359;80,5220642;3042,2385254;9994,5068359;83,5484314;3042,2385254;9994,5068359;85,2413101;63152,078125;17548,03125;11852,0009766;1354,3273926;5,8286648;10965,9726562;5954,6845703;44717,4414062;15658,0039062;8667,5009766;783,0283203;0;20826,0820312;6252,7890625;39231,7382812;16621,6425781;7605,168457;1388,918457;0;31535,1484375;4437,5517578;31580,7519531;13490,4853516;5488,2485352;632,8299561;0;33274,3476562;4787,8183594;25031,6132812;12519,5478516;4245,1337891;725,928772;0;41793,9179688;5245,0078125;20389,1035156;11754,3476562;3210,2385254;460,4706726;0;50181,3515625;5415,2753906;16557,4765625;3075,7143555;2460,4475098;406,4238892;0;58653,5351562;5179,3427734;14526,0585938;3067,1123047;1954,3773193;403,6968994;0;64139,8710938;5104,6411133
"16";16;21,6058712;29,9706955;9,3145123;38,7581367;1,3492442;0,9608873;25,2660999;49,536808;1,1488739;498,2984009;5,0644531;2,2538157;64,6825562;18,3671913;4,6280284;25,4850616;26,7907524;21,0057755;56,2594261;0;0;27,1136742;59,6134033;1,0702208;771,2516479;4,7636719;0,6956978;92,0229645;36,5189705;37,9205475;59,0367317;25,0366325;16,5628948;50,8492393;0;0;28,4269505;74,7534103;1,0296625;954,8424072;4,9628906;1,0967448;120,6967087;38,4437141;44,4691238;10,9858866;18,7609444;14,0226412;53,3539238;0;0;13,0493546;74,1027679;0,5147564;531,6322632;4,5292969;0,0532268;58,7049179;29,9004726;43,0084;11,1047421;18,8840427;13,4586401;64,2092896;0;0;13,1333885;83,3958282;0,271919;577,7865601;4,4980469;0,0638973;63,0974579;33,2003136;61,2441368;12,4187193;19,8264618;17,5589027;83,2777863;0;0;13,1191053;96,7206039;0,4278601;552,3375854;4,6972656;0,0244187;64,5397797;27,5164909;84,1235046;18,313858;26,8023415;17,4539909;107,7101898;0;0;13,1870928;115,2048721;0,4971443;678,6828003;4,9648438;0,0086772;85,8341522;27,2796555;109,2220001;14,1588097;32,2634201;19,399334;122,8848648;0;0;13,1445475;131,5348358;0,4406068;693,4782104;4,9960938;0,0078159;88,4420547;27,1376381;129,2514038;NA;8727,1484375;9994,5068359;41,7310677;9043,5146484;9994,5068359;46,092186;9043,5146484;9994,5068359;53,1548767;3135,5053711;9994,5068359;73,8758011;3042,2385254;9994,5068359;77,6702042;3042,2385254;9994,5068359;80,5616226;3042,2385254;9994,5068359;83,6079407;3042,2385254;9994,5068359;85,4877167;63152,2851562;17520,4042969;11848,2314453;1369,4741211;6,790369;10971,3505859;5981,0834961;44719,7382812;15670,296875;8656,1582031;772,788147;0;20822,1132812;6256,9628906;39205,3320312;16626,4179688;7612,2011719;1402,1994629;0;31536,6484375;4455,9804688;31598,2929688;13490,3496094;5487,7167969;626,3967285;0;33268,8203125;4776,5751953;25032,1464844;12520,0390625;4245,7631836;723,4265747;0;41790,4453125;5255,0986328;20389,3046875;11754,7041016;3209,3383789;456,6343384;0;50177,9882812;5429,2143555;16555,9082031;3073,777832;2460,828125;402,2206421;0;58652,2265625;5194,1621094;14527,4208984;3065,1264648;1954,1534424;401,5744934;0;64137,3359375;5115,9799805
"17";17;44,3483963;61,4201508;15,1388559;63,1541557;4,945025;2,7432375;30,8883915;76,65802;2,5467739;1387,6361084;4,9394531;4,3758593;174,2846222;56,9880714;7,8408175;50,7350044;53,3577385;33,1966591;88,5175629;0;0;32,1729431;85,2406235;2,050055;2000,5311279;4,5976562;1,8371805;226,192627;107,2292175;92,9042587;107,5145874;45,6256065;24,7114773;76,3273163;0;0;32,5224457;103,4190598;0,9080206;2216,0595703;4,8164062;2,2820048;268,6782532;100,6649933;88,0578156;14,4411011;24,6517849;16,4952335;62,450058;0;0;13,1628428;85,1553268;0,1930377;837,4847412;4,421875;0,0994041;88,951683;50,6291122;57,8920631;14,7237186;25,0371819;15,9963245;76,1149597;0;2,4632585;13,203928;95,2831955;0;938,2871704;4,4042969;0,1132199;99,0066528;57,3745384;78,6623535;15,5646715;24,8485928;20,2229328;95,5753021;0;1,4243199;13,0572128;109,2594528;0;795,0071411;4,6230469;0,036279;90,6615067;41,8396835;102,832077;24,0722561;35,1993294;20,5893364;125,999527;0;2,7657983;13,5196247;129,2743073;0;1066,3328857;4,8183594;0,0156494;129,3590698;48,3630905;128,1967773;18,131918;41,2802505;22,5782795;142,6306763;0;3,2150414;13,2288485;147,421524;0;1066,3105469;4,8417969;0,0142913;130,2567291;47,461689;152,1282959;NA;8727,1484375;9994,5068359;47,9207916;9043,5146484;9994,5068359;50,8737869;9043,5146484;9994,5068359;58,1717453;3135,5053711;9994,5068359;75,8458252;3042,2385254;9994,5068359;78,7273483;3042,2385254;9994,5068359;81,3618851;3042,2385254;9994,5068359;84,3504105;3042,2385254;9994,5068359;86,4536362;63152,1523438;17492,4726562;11845,8183594;1372,6867676;11,9251251;10975,4023438;6018,8305664;44717,3476562;15676,3339844;8648,9794922;768,7384644;0;20817,46875;6274,706543;39182,3242188;16627,671875;7615,7529297;1411,3845215;0;31538,8066406;4479,9443359;31610,0546875;13490,0419922;5486,862793;623,1889038;0;33262,7226562;4776,203125;25031,9375;12519,3994141;4245,3476562;721,447998;0,0014009;41786,671875;5270,5546875;20389,0722656;11754,3916016;3208,2824707;454,8784485;1,01e-05;50174,4726562;5443,7143555;16553,5078125;3070,6765137;2460,3671875;398,7930603;0,0076163;58650,7070312;5213,3847656;14526,890625;3062,2980957;1953,4306641;400,3279114;0,0087342;64134,5703125;5132,8813477
"18";18;60,9194641;84,2522125;17,0209122;70,274086;0;0;25,8177185;65,62397;2,799964;2430,0141602;4,8125;6,4601598;294,2745972;110,7277908;12,2972784;98,5568619;103,6843719;47,1595955;127,9014511;0;0;25,1763344;115,4912491;0;3148,8146973;5,2226562;0,1943285;424,4007874;100,4016724;340,744873;183,0367126;77,6838608;31,6804371;98,5273209;0;0;21,7737617;131,7561646;0;3277,9460449;5,6699219;0,1836738;480,1604004;66,1639557;156,5640717;33,0825539;56,4737053;35,1265221;133,6714325;0;0;23,3892155;181,9999847;0;2216,1672363;4,3242188;0,3437519;226,8072815;142,5539246;162,1747131;31,2639275;53,1557808;28,2309113;134,43396;0;0;16,6637173;158,9249725;0;2404,9311523;4,2460938;0,419479;238,6426239;162,1792603;168,6712799;28,1592007;44,952507;31,884079;151,3552094;0;0;15,5313053;169,3750763;0;1633,3841553;4,5097656;0,0877104;179,1219482;93,108757;188,8089752;43,3740234;63,3112221;30,5344162;186,0128479;0;0;15,4917374;179,8684998;0;2293,9333496;4,5742188;0,0561717;257,2970886;125,0251617;193,574646;30,0750332;68,3348541;31,6841583;200,3157196;0;0;14,2739439;201,0458679;0;2108,9240723;4,5742188;0,0547359;236,5456848;114,9417038;222,2880096;NA;8727,1484375;9994,5068359;45,3950691;9043,5146484;9994,5068359;60,8695641;9043,5146484;9994,5068359;70,1606064;3135,5053711;9994,5068359;78,9103088;3042,2385254;9994,5068359;81,0637131;3042,2385254;9994,5068359;83,5484314;3042,2385254;9994,5068359;86,2777557;3042,2385254;9994,5068359;88,2094116;63115,9726562;17458;11816,7519531;1355,2144775;0;10980,5927734;6203,2441406;44706,40625;15677,4326172;8644,1816406;781,4622192;0;20811,0605469;6305,7910156;39166,4609375;16622,9042969;7610,8320312;1420,197998;0;31538,4921875;4518,3320312;31608,84375;13489,5;5482,7431641;625,925415;0;33257,5390625;4796,6245117;25029,1972656;12516,2714844;4240,5048828;721,1798706;0;41782,3515625;5300,3735352;20386,5332031;11752,1650391;3203,4367676;456,2058716;0;50170,6796875;5467,9838867;16547,6191406;3064,1711426;2457,1640625;396,4683838;0;58648,65625;5249,7329102;14520,6679688;3054,9138184;1948,6307373;399,6669617;0;64131,03125;5176,3891602
"19";19;162,6672363;224,4242554;33,7341499;137,6984253;0;0;41,3052864;98,2398224;19,9622116;7837,9384766;4,578125;26,8469849;880,3166504;426,0065308;40,1401672;167,7452545;176,611084;63,1790009;173,9615479;0;0;31,6672382;140,9041443;0;6311,730957;4,7695312;0,9369074;754,4529419;297,5021973;615,4002075;187,6002197;79,6302109;25,1120739;78,5295029;0;0;14,7362385;100;0;2950,1513672;9,453125;1,77e-05;491,5255127;0,1664058;165,8185577;30,3733177;51,8539581;22,4306107;87,3683548;0;0;10,1553164;149,609375;0;1728,6103516;4,2011719;0,3202975;168,435379;119,6663513;199,7746429;30,6715145;52,1513405;21,2840557;102,8503571;0;0;9,996624;137,5;0;2044,1916504;4,1894531;0,3443643;198,230835;142,4677734;211,2722778;30,495409;48,6822624;26,7402916;129,7905426;0;0;10,5459509;161,622818;0;1535,9542236;4,4824219;0,0658791;166,7954712;89,1969223;228,3239441;56,260025;82,0495987;31,6819897;197,1901398;0;0;13,2527533;200,7352295;0;2444,6113281;4,8164062;0,0160232;296,3882141;111,0470276;246,6790924;42,9759598;97,5379791;36,883358;239,2264862;0;0;14,2696028;264,144043;0;2507,8395996;4,6855469;0,0308662;291,9331665;126,040123;315,1235352;NA;8727,1484375;9994,5068359;46,092186;9043,5146484;9994,5068359;68,1545029;9043,5146484;9994,5068359;80,3738327;3141,7734375;9994,5068359;88,5847092;3042,2385254;9994,5068359;87,4760742;3042,2385254;9994,5068359;88,9101791;3042,2385254;9994,5068359;90,1875763;3042,2385254;9994,5068359;91,6060028;63052,3945312;17398,0800781;11785,4248047;1336,2937012;0;11014,9541016;6397,2646484;44697,5820312;15686,6601562;8637,8164062;792,7991943;0;20798,9980469;6336,2753906;39151,4609375;16618,5253906;7605,2426758;1426,9692383;0;31538,0605469;4557,2578125;31608,8027344;13490,8017578;5481,8540039;640,5628662;0;33250,6289062;4801,074707;25028,7128906;12516,7011719;4237,9619141;731,3924561;0;41776,6640625;5309,9135742;20384,9355469;11751,3144531;3200,5412598;466,038208;0;50165,703125;5480,6064453;16544,0039062;3060,8613281;2456,0307617;404,8812256;0;58645,8203125;5264,8916016;14515,9580078;3050,4931641;1945,8334961;409,4306335;0;64126,3320312;5201,4643555
"20";20;197,9001617;273,0599976;27,7087421;115,1364822;0;0;18,3804665;82,1813049;0;8104,2285156;4,8457031;4,675724;991,1192017;359,5857849;92,4538116;169,2983093;178,3368073;47,1140671;133,2079163;0;0;13,0450039;103,4179688;0;5680,5576172;5,1523438;0,1383167;753,3624268;193,3972473;840,8937378;183,2487488;77,7927856;24,7980404;77,6503601;0;0;12,9717617;100,7812424;0;2655,1362305;9,9160156;6,1e-06;442,4624939;0,060191;174,5712891;25,1732349;42,9842529;20,4050694;79,9526138;0;0;9,5774193;149,609375;0;1348,31604;4,203125;0,3164623;131,4845581;93,2347794;250,8477783;26,7249622;45,4480705;19,8479843;96,3941193;0;0;9,3821068;125,0000076;0;1737,5629883;4,2558594;0,2293611;173,0957184;116,4981079;260,2770996;28,1750355;44,9829483;25,1107025;122,8788223;0;0;9,393115;159,375;0;1382,3587646;4,4765625;0,0650477;149,7984161;80,594696;266,7977905;56,2973366;82,0894089;29,1059036;183,5809631;0;0;10,745141;196,484375;0;2200,1501465;5,0078125;0,0068346;281,4623413;85,2293777;262,4906006;43,1936226;97,9930344;32,1320267;213,712265;0;0;9,9370213;256,25;0;2257,0556641;4,765625;0,0165883;269,4658813;106,7100601;334,9567566;NA;8737,6025391;9994,5068359;60,8695641;9043,5146484;9994,5068359;81,5728607;9043,5146484;9994,5068359;80,1872101;3141,7734375;9994,5068359;88,5847092;3042,2385254;9994,5068359;87,5144119;3042,2385254;9994,5068359;89,4614105;3042,2385254;9994,5068359;91,7313004;3042,2385254;9994,5068359;94,2581558;63001,171875;17385,6367188;11756,0527344;1356,9228516;0;11009,9746094;6548,2958984;44690,1523438;15692,0224609;8637,1972656;814,0122681;0;20782,5058594;6369,0083008;39139,328125;16615,4335938;7597,6054688;1427,4276123;0;31537,640625;4596,1479492;31610,0527344;13493,8417969;5477,84375;643,9104614;0;33245,421875;4808,8642578;25029,4394531;12519,0263672;4233,8398438;734,3626099;0;41772,0390625;5318,7871094;20384,7148438;11752,4638672;3196,1157227;469,2042542;0;50161,1875;5493,8056641;16541,9453125;3059,9362793;2454,2473145;410,0020142;0;58642,7304688;5276,9545898;14512,2128906;3048,494873;1942,9685059;419,2305298;0;64120,8945312;5222,456543
"21";21;193,5601654;267,208313;24,6613026;103,4959412;0;0;15,0419073;72,265625;0;7293,8056641;5,109375;1,5716861;957,3909912;258,2432556;138,2617798;161,194397;169,9198761;45,9441223;131,1988678;0;0;14,4213915;103,4179688;0;5112,5019531;5,375;0,0748292;711,4984131;140,5852356;1073,4718018;179,2896423;76,1218491;24,5078945;76,8432236;0;0;14,4213915;100,390625;0;2389,6225586;10,0546875;4,4e-06;398,2295227;0,0409256;184,4234314;22,3005028;38,0839882;19,1904945;75,5632553;0;0;10,0727596;149,609375;0;1051,6865234;4,2402344;0,25214;104,1137543;71,1673279;311,1864624;24,4465218;41,5784225;18,9638672;92,4972458;0;0;9,8774471;129,6875;0;1476,9285889;4,2734375;0,2063378;148,1659851;97,9888;318,3771667;26,6224499;42,508255;24,3735638;119,9775009;0;0;9,8863916;160,9375;0;1244,1228027;4,4824219;0,0630522;135,1043091;72,2494888;313,1055908;53,9385033;78,6636963;28,462389;180,3779907;0;0;10,9551582;196,484375;0;1980,1352539;5,1542969;0,004349;262,7289429;67,2935944;278,6850891;40,7579765;92,493782;31,1483536;208,8247375;0;0;10,298562;262,5;0;2031,3500977;4,75;0,0176982;241,3489838;97,2093582;358,4764099;NA;8737,6025391;9994,5068359;65,1448669;9043,5146484;9994,5068359;81,5728607;9043,5146484;9994,5068359;80,2805939;3141,7734375;9994,5068359;88,5847092;3042,2385254;9994,5068359;86,5402298;3042,2385254;9994,5068359;89,4022446;3042,2385254;9994,5068359;91,7313004;3042,2385254;9994,5068359;94,2326965;62953,4453125;17381,3496094;11696,4345703;1363,5100098;0;11004,1435547;6722,7373047;44686,03125;15701,6328125;8631,4453125;821,6036377;0;20767,1933594;6402,2636719;39127,078125;16612,3671875;7589,9741211;1427,8780518;0;31537,2363281;4635,050293;31610,9726562;13496,0166016;5473,6401367;646,5795288;0;33241,0820312;4816,949707;25030,015625;12520,8300781;4229,6064453;736,7902222;0;41767,9921875;5328,1088867;20384,5546875;11753,5039062;3191,4584961;471,2932434;0;50157,0429688;5507,0351562;16540,6992188;3060,2424316;2451,8093262;411,5475769;0;58639,8320312;5288,1826172;14509,5771484;3048,8137207;1938,7722168;421,6668396;0;64115,90625;5243,6416016
