"";"X";"Ca_L1";"Mg_L1";"K_L1";"Na_L1";"NO3_L1";"NH4_L1";"SO4_L1";"Cl_L1";"P_L1";"DOC_L1";"pH_L1";"Al_L1";"R_L1";"HR_L1";"Si_L1";"Ca_L2";"Mg_L2";"K_L2";"Na_L2";"NO3_L2";"NH4_L2";"SO4_L2";"Cl_L2";"P_L2";"DOC_L2";"pH_L2";"Al_L2";"R_L2";"HR_L2";"Si_L2";"Ca_L3";"Mg_L3";"K_L3";"Na_L3";"NO3_L3";"NH4_L3";"SO4_L3";"Cl_L3";"P_L3";"DOC_L3";"pH_L3";"Al_L3";"R_L3";"HR_L3";"Si_L3";"Ca_L4";"Mg_L4";"K_L4";"Na_L4";"NO3_L4";"NH4_L4";"SO4_L4";"Cl_L4";"P_L4";"DOC_L4";"pH_L4";"Al_L4";"R_L4";"HR_L4";"Si_L4";"Ca_L5";"Mg_L5";"K_L5";"Na_L5";"NO3_L5";"NH4_L5";"SO4_L5";"Cl_L5";"P_L5";"DOC_L5";"pH_L5";"Al_L5";"R_L5";"HR_L5";"Si_L5";"Ca_L6";"Mg_L6";"K_L6";"Na_L6";"NO3_L6";"NH4_L6";"SO4_L6";"Cl_L6";"P_L6";"DOC_L6";"pH_L6";"Al_L6";"R_L6";"HR_L6";"Si_L6";"Ca_L7";"Mg_L7";"K_L7";"Na_L7";"NO3_L7";"NH4_L7";"SO4_L7";"Cl_L7";"P_L7";"DOC_L7";"pH_L7";"Al_L7";"R_L7";"HR_L7";"Si_L7";"Ca_L8";"Mg_L8";"K_L8";"Na_L8";"NO3_L8";"NH4_L8";"SO4_L8";"Cl_L8";"P_L8";"DOC_L8";"pH_L8";"Al_L8";"R_L8";"HR_L8";"Si_L8";"Date";"AEC_SO4_L1";"AEC_PO4_L1";"AEC_Cl_L1";"AEC_SO4_L2";"AEC_PO4_L2";"AEC_Cl_L2";"AEC_SO4_L3";"AEC_PO4_L3";"AEC_Cl_L3";"AEC_SO4_L4";"AEC_PO4_L4";"AEC_Cl_L4";"AEC_SO4_L5";"AEC_PO4_L5";"AEC_Cl_L5";"AEC_SO4_L6";"AEC_PO4_L6";"AEC_Cl_L6";"AEC_SO4_L7";"AEC_PO4_L7";"AEC_Cl_L7";"AEC_SO4_L8";"AEC_PO4_L8";"AEC_Cl_L8";"CEC_Ca_L1";"CEC_Mg_L1";"CEC_K_L1";"CEC_Na_L1";"CEC_NH4_L1";"CEC_Al_L1";"CEC_H_L1";"CEC_Ca_L2";"CEC_Mg_L2";"CEC_K_L2";"CEC_Na_L2";"CEC_NH4_L2";"CEC_Al_L2";"CEC_H_L2";"CEC_Ca_L3";"CEC_Mg_L3";"CEC_K_L3";"CEC_Na_L3";"CEC_NH4_L3";"CEC_Al_L3";"CEC_H_L3";"CEC_Ca_L4";"CEC_Mg_L4";"CEC_K_L4";"CEC_Na_L4";"CEC_NH4_L4";"CEC_Al_L4";"CEC_H_L4";"CEC_Ca_L5";"CEC_Mg_L5";"CEC_K_L5";"CEC_Na_L5";"CEC_NH4_L5";"CEC_Al_L5";"CEC_H_L5";"CEC_Ca_L6";"CEC_Mg_L6";"CEC_K_L6";"CEC_Na_L6";"CEC_NH4_L6";"CEC_Al_L6";"CEC_H_L6";"CEC_Ca_L7";"CEC_Mg_L7";"CEC_K_L7";"CEC_Na_L7";"CEC_NH4_L7";"CEC_Al_L7";"CEC_H_L7";"CEC_Ca_L8";"CEC_Mg_L8";"CEC_K_L8";"CEC_Na_L8";"CEC_NH4_L8";"CEC_Al_L8";"CEC_H_L8"
"103";103;141,4042053;177,5894012;26,7794476;162,0829468;0;0;31,7422771;150,225235;14,6959982;6654,5668945;4,5273438;29,3039894;734,317749;374,7767639;52,3799629;207,1105957;231,6010895;67,9391708;240,6716003;0;0;38,1617165;247,349411;4,8141441;9315,3486328;4,375;7,7056608;972,1369629;580,4212036;831,9228516;216,3936005;100,2060471;28,3057613;122,9394531;0;0;14,4192438;127,5390701;0;4174,7744141;5,8828125;0,0675829;629,5639038;66,2318344;267,3934937;34,4053001;55,8907166;22,6469498;95,203537;0;0;11,0320425;152,2055054;0;1863,0377197;4,2363281;0,2620004;184,1449432;126,3613205;298,6237183;30,732481;52,9933205;21,9368191;107,152359;0;0;11,0153685;128,7481689;0;2249,411377;4,1875;0,3804073;217,9565887;156,9453888;326,0705872;33,8233719;54,2939835;27,5927773;119,7754059;0;0;12,2513103;156,5958862;0;1834,1818848;4,3847656;0,1285737;192,122467;113,5745392;377,8239136;66,6706314;92,7533875;34,9378853;150,4270935;0;0;14,0609961;166,1251526;0;2842,9753418;4,7167969;0,0255651;334,2744141;139,5548248;397,1149902;49,4365616;102,1046677;35,5557137;158,6961975;0;0;13,789813;190,9633026;0;2745,1618652;4,6035156;0,0439525;311,0023804;146,5245819;462,9461365;NA;7479,2558594;10013,5800781;69,8305054;9043,5146484;9994,5068359;86,3905334;9043,5146484;9994,5068359;91,9831238;3529,2990723;9994,5068359;88,1037369;3042,2385254;9994,5068359;85,2911301;3042,2385254;9994,5068359;86,7107925;3042,2385254;9994,5068359;86,9602737;3042,2385254;9994,5068359;88,3823242;61083,640625;15342,9775391;10738,9648438;1805,4920654;0;11617,6416016;13214,0644531;44699,3632812;16661,6640625;7699,8603516;909,2139893;0;19982,0371094;7655,1918945;37033,1210938;17149,0410156;7762,8466797;2022,9666748;0;31621,3671875;6729,5620117;33328,0234375;13535,1748047;5301,0356445;668,5368042;0;32443,0449219;3849,4465332;25185,015625;12772,8203125;4189,9609375;730,9371338;0;41289,8320312;5994,1577148;20358,9238281;11801,3173828;2932,6984863;381,9098816;0;49669,5390625;7273,1699219;16299,1220703;2876,6428223;2399,1728516;273,5974731;0;58398,3203125;7053,8657227;14747,484375;2820,2753906;1786,1243896;258,621521;0;63648,1640625;6943,9926758
"104";104;218,048172;273,9140625;29,7610035;183,8549194;0;0;21,5212345;181,1166077;0;9044,1132812;4,6386719;13,7498465;1036,7653809;470,586731;128,4499817;212,7021942;237,9786987;47,081028;172,6912994;0;0;12,7329998;182,421875;0;8383,8134766;4,5800781;1,2106211;942,2573853;455,0448303;1129,7393799;209,4527435;97,0077591;27,8241463;121,0271835;0;0;12,6597576;127,5390701;0;3757,296875;6,8417969;0,0072355;609,0422363;17,1739349;279,6763611;29,8450489;48,4906006;20,9219208;88,4431992;0;0;10,203229;175;0;1453,1693115;4,1679688;0,3935778;139,674057;102,5208282;352,1327515;27,5354691;47,4871292;19,8562908;97,6071701;0;0;9,2754946;125,0000076;0;1911,9997559;4,2089844;0,3052458;186,9002075;131,7664337;377,7341309;31,6605625;50,8276749;24,4056778;107,469101;0;0;9,3235664;150,78125;0;1650,7636719;4,3613281;0,123166;171,3763733;103,7509308;419,367981;65,7694702;91,4932175;30,9648361;136,0361328;0;0;10,6920567;156,25;0;2558,6777344;4,890625;0,0102308;317,0027771;109,443512;413,5158081;47,8529015;98,8309174;30,7917252;141,3378143;0;0;9,851325;183,984375;0;2470,6455078;4,6503906;0,0274029;284,3210449;127,4532089;484,4698792;NA;7488,9345703;10032,6542969;89,1774902;9043,5146484;9994,5068359;109,6470566;9043,5146484;9994,5068359;91,9831238;3529,2990723;9994,5068359;88,6509628;3042,2385254;9994,5068359;86,2777557;3042,2385254;9994,5068359;88,6838684;3042,2385254;9994,5068359;89,4022446;3042,2385254;9994,5068359;91,0304871;61028,7773438;15332,9775391;10680,7773438;1832,8548584;0;11613,0849609;13388,6806641;44693,6679688;16668,2832031;7700,6196289;941,5184326;0;19959,7460938;7686,9799805;37021,0859375;17146,2695312;7754,9072266;2023,8995361;0;31620,8125;6767,7797852;33329,0546875;13537,8056641;5296,7001953;671,7219238;0;32436,9882812;3861,4458008;25185,4921875;12774,8261719;4185,796875;734,8585205;0;41285,0976562;6003,5742188;20358,640625;11802,4257812;2928,5288086;386,8685913;0;49664,2070312;7286,9233398;16297,2460938;2876,1088867;2397,737793;279,002594;0;58394,3476562;7066,4555664;14744,1894531;2819,5625;1783,0394287;265,5101318;0;63642,015625;6966,6728516
"105";105;195,429718;245,6083984;23,9368877;149,0811005;0;0;15,6308165;156,7207031;0;7335,6123047;4,8242188;4,5256858;891,4515381;331,1506042;158,5176239;203,3308105;227,676651;45,9968605;170,5938721;0;0;14,1678886;182,421875;0;7545,4326172;4,7207031;0,6336668;888,2838745;369,2881775;1450,3668213;202,5726776;93,8369675;27,339819;119,0949631;0;0;14,1678886;127,5390701;0;3381,5673828;9,4355469;1,84e-05;563,3972168;0,1973244;291,2431335;26,5389309;43,1249542;19,7122803;83,7411957;0;0;10,7185593;170,3125;0;1133,4720459;4,2246094;0,2773459;111,5041962;77,4078217;411,7885437;26,3594437;45,4634209;19,4061813;95,7495117;0;0;9,7908249;150;0;1625,1998291;4,1777344;0,3703479;156,8412628;114,025383;442,8772278;29,5800552;47,4930916;23,5510101;104,4696503;0;0;9,8001299;150;0;1485,6872559;4,375;0,1139071;155,044281;92,5702667;469,4675598;62,1641426;86,5069656;30,0738564;132,9823151;0;0;10,9120283;156,25;0;2302,8098145;4,984375;0,0073841;292,7730713;91,0285797;430,8973083;44,5161781;91,9790878;29,6287479;137,4205322;0;0;10,2289343;183,984375;0;2223,5808105;4,6679688;0,0252897;257,3692017;113,2276382;509,2539673;NA;7488,9345703;10032,6542969;95,6521759;9043,5146484;9994,5068359;109,6470566;9043,5146484;9994,5068359;91,9831238;3529,2990723;9994,5068359;90,1610489;3042,2385254;9994,5068359;86,1884384;3042,2385254;9994,5068359;88,7166367;3042,2385254;9994,5068359;89,2216797;3042,2385254;9994,5068359;91,0304871;60982,375;15328,0498047;10650,0341797;1842,482666;0;11606,2597656;13532,7070312;44693,8007812;16681,7402344;7694,7202148;951,2765503;0;19938,9277344;7718,5039062;37008,96875;17143,5195312;7746,9702148;2024,7941895;0;31620,2832031;6806,1699219;33329,921875;13540,0273438;5292,2548828;674,4725952;0;32431,9101562;3872,2111816;25185,9179688;12776,2890625;4181,2089844;736,7842407;0;41280,6757812;6015,6987305;20358,6738281;11803,7978516;2923,6699219;389,0721741;0;49659,3945312;7301,012207;16296,3164062;2876,9152832;2395,2548828;280,5289001;0;58390,6953125;7078,6455078;14741,65625;2820,2897949;1778,6813965;267,6284485;0;63636,4960938;6989,2685547
"106";106;48,9646683;61,417717;13,4847326;78,8442078;0;0;25,2688293;58,2362251;4,106452;2196,434082;4,6757812;10,7069359;254,8750153;111,1973419;34,2286148;55,5038414;62,2659607;24,5692883;89,070816;0;0;20,9005413;80,6655731;0;2349,376709;4,5410156;1,5499316;260,4970703;131,0657501;271,6680908;99,8605728;46,4100533;19,2140179;84,1939392;0;0;19,5663586;93,3593674;0;2189,8740234;4,9511719;0,8261557;275,9295349;89,0494308;267,3491821;29,6694088;48,1386795;20,8066597;88,0706635;0;0;12,2624664;122,0703125;0;1449,5871582;4,4375;0,080334;154,8580322;86,7398376;321,0732117;22,9663506;39,6193657;18,0991039;89,6788559;0;0;10,5966673;137,5;0;1327,5784912;4,2460938;0,2433269;131,7363129;89,5267487;428,5699158;29,1376114;46,7857018;23,3389225;104,0268784;0;0;9,8001299;175;0;1337,1185303;4,2988281;0,1773573;135,4925232;87,3605652;517,6057129;58,7780342;81,8234482;29,2178879;129,9953003;0;0;10,9120283;162,5;0;2072,5288086;5,0175781;0,006621;265,8141785;79,6072617;447,4525452;41,6499748;86,0909882;28,6000786;133,9021912;0;0;10,2289343;183,984375;0;2001,2227783;4,6972656;0,0221894;233,8397217;99,697403;533,2250977;NA;7440,6035156;10032,6542969;43,6641235;9043,5146484;9994,5068359;67,3575134;9043,5146484;9994,5068359;76,824379;3535,9487305;9994,5068359;85,8683777;3042,2385254;9994,5068359;87,4760742;3042,2385254;9994,5068359;88,6509628;3042,2385254;9994,5068359;89,1604538;3042,2385254;9994,5068359;91,0304871;60940,453125;15287,8554688;10623,7324219;1725,4488525;0;11650,0429688;13709,125;44707,703125;16718,1679688;7665,2929688;926,2972412;0;19919,0449219;7731,9277344;36957,203125;17175,8046875;7748,9692383;2037,3132324;0;31619,7753906;6831,9487305;33373,3945312;13537,1005859;5286,6015625;671,3155518;0;32412,8222656;3857,3017578;25187,6503906;12779,8056641;4177,8793945;739,3173218;0;41275,0390625;6022,9921875;20358,5058594;11804,4560547;2919,2436523;390,3519287;0;49654,6992188;7317,4799805;16295,6240234;2877,7976074;2393,1213379;282,0100708;0;58387,3398438;7089,1523438;14739,5107422;2820,9943848;1774,8922119;269,5804138;0;63631,5;7009,0087891
"107";107;70,8968048;88,8078842;16,2608147;95,2175446;0,6150535;0,3698215;25,7607536;78,1566544;4,6285572;3111,9282227;4,6445312;12,3704891;357,4272156;161,2274933;41,8504868;83,2238617;93,3950653;35,4246445;128,2673187;0;0;29,7884884;108,3887634;4,2746816;3992,0705566;4,3945312;4,7159834;419,6951904;245,6499329;366,1473999;154,2535858;71,7504501;29,510746;129,3436279;0;0;31,0691605;138,2666626;3,6542487;3910,2634277;4,6621094;3,9624741;451,7283936;199,982132;405,2333679;28,3968678;46,0626564;21,0745735;89,737648;0;0;13,7857752;123,5594711;1,2528743;1642,1035156;4,2832031;0,2086902;165,3753357;108,3085785;336,3125916;29,7119789;51,2631874;23,7680397;117,7393112;0;0,8031453;15,8285923;174,3851166;0,8537047;1942,5072021;4,1816406;0,4816927;187,7655792;135,9856415;532,0238647;32,3802528;51,9943771;26,7012424;118,7778549;0;0;13,8710012;184,117569;1,4387628;1702,5297852;4,2519531;0,2767265;169,3406677;114,4143066;577,6934204;55,3789291;77,1426849;28,3638821;126,8122025;0;0;11,8100996;161,71875;0;1865,2758789;5,0820312;0,0054021;243,1939087;67,6854172;459,6876526;39,0538826;80,7953262;27,7003632;130,4963531;0;0;11,6787357;183,984375;0;1801,1004639;4,6992188;0,0219997;210,5876923;89,5957336;551,9709473;NA;7440,6035156;10032,6542969;53,4351158;9043,5146484;9994,5068359;66,0854416;9043,5146484;9994,5068359;74,5098038;3535,9487305;9994,5068359;84,9365387;3042,2385254;9994,5068359;86,7947845;3042,2385254;9994,5068359;89,2216797;3042,2385254;9994,5068359;89,5492477;3042,2385254;9994,5068359;91,0304871;60936,234375;15266,1845703;10636,0605469;1730,0273438;1,3438725;11661,1523438;13709,1181641;44712,953125;16725,8496094;7661,6035156;924,717041;0;19909,7988281;7739,0600586;36939,703125;17182,3574219;7750,8217773;2038,2800293;0;31622,3828125;6843,2524414;33395,9765625;13542,9316406;5287,5209961;675,4437866;0;32395,5253906;3847,0756836;25190,515625;12782,9804688;4178,7353516;739,2901611;0,0003026;41265,0546875;6039,9741211;20359,28125;11805,3642578;2918,6264648;389,4966431;0;49647,4882812;7337,2670898;16297,2265625;2879,9863281;2393,5258789;283,43573;0;58384,2695312;7088,8447266;14741,2138672;2823,7841797;1775,3770752;271,3309631;0;63626,96875;7011,3012695
"108";108;40,6345139;50,8489342;10,94806;63,2324829;1,2927947;0,900486;20,5225849;49,9198799;1,4555951;1700,3095703;4,71875;7,0097103;200,0447998;83,3401642;21,7635345;59,695385;67,0300903;26,0278053;94,4825211;0;0;22,7842197;78,3731384;1,4344279;2760,7124023;4,4472656;2,6551275;295,9857483;164,1330109;202,2014771;133,0690155;61,98349;23,3711109;103,0585556;0;0;22,8405914;108,9416962;1,4794232;3356,2841797;4,6816406;2,6319132;390,2054749;169,1752625;312,8648376;28,6240368;46,4124069;20,6905212;88,6292648;0;0;13,2570705;119,593811;0,7540089;1709,322876;4,2597656;0,2297656;170,5485992;114,3385468;336,6075745;28,2419128;48,7325096;20,4109077;102,1343765;0;0;12,3791647;161,594162;0,5036819;1827,4401855;4,1132812;0,5734896;171,6724854;132,9009094;508,4972534;32,6243515;52,3891525;25,138422;112,9171906;0;0;12,3958845;182,1344757;0,7104346;1700,9768066;4,2089844;0,3162782;166,2724457;117,2236786;595,1588135;52,028965;72,5200958;27,4956856;123,5037308;0;0;11,9383955;160,9375;0;1678,748291;5,1484375;0,0044244;222,4321289;57,3592453;468,193634;36,5691757;75,7138901;26,809906;127,0261993;0;0;11,88585;183,984375;0;1620,9902344;4,7109375;0,0209021;190,2398529;79,9251785;565,6150513;NA;7430,9560547;10032,6542969;46,4767609;9043,5146484;9994,5068359;64,0707932;9043,5146484;9994,5068359;78,4810104;3535,9487305;9994,5068359;85,1912155;3042,2385254;9994,5068359;89,1911316;3042,2385254;9994,5068359;90,5980835;3042,2385254;9994,5068359;89,5782776;3042,2385254;9994,5068359;91,0304871;60941,0585938;15252;10646,0019531;1707,9971924;4,864675;11670,4316406;13708,4414062;44720,6132812;16738,4609375;7655,8911133;926,3783569;0;19898,1796875;7737,2680664;36913,2890625;17194,1953125;7756,9086914;2052,317627;0;31623,7734375;6848,2373047;33418,6132812;13546,6425781;5288,4272461;679,6002197;0;32379,0488281;3838,9216309;25192,7285156;12785,5957031;4180,9248047;747,1777344;0;41254,5742188;6051,6791992;20360,2011719;11806,5341797;2919,3881836;393,4006958;0;49638,2617188;7355,8789062;16298,6796875;2881,987793;2393,9003906;284,8017883;0;58381,4726562;7088,4555664;14742,6796875;2826,2661133;1775,8101807;272,9545898;0;63622,859375;7013,7392578
"109";109;34,6862335;43,3710823;10,0641479;58,8138237;0,9204431;0,7671996;20,3612137;65,1380386;0,712212;1206,5985107;4,7949219;5,0524073;145,348114;55,7516212;15,9500504;46,5253754;52,2701111;22,446909;81,4192047;0;0;21,8325329;73,5686035;0,6321;1972,5133057;4,5371094;1,5810384;218,4116058;110,3406219;143,4666138;109,6133575;51,1143265;20,7332478;91,6432648;0;0;21,8732643;98,9832764;0,5641124;2613,2358398;4,7695312;1,7235767;312,3649597;123,1743622;244,5836029;27,2935543;44,2305641;20,0817757;86,4231491;0;0;13,1387272;112,4826965;0,3150662;1588,8044434;4,3066406;0,1717069;161,4904175;103,3103256;309,9751282;25,0463848;43,2278748;19,0854588;95,712677;0;0;12,2464294;152,6744537;0,2151022;1552,9990234;4,1484375;0,4526834;148,0618286;110,7713547;446,7180481;29,7933636;47,8491745;23,8046741;107,1368484;0;0;12,2440243;172,5534668;0,2662414;1524,7178955;4,2285156;0,2756303;150,2300568;103,8895798;551,3776855;44,2583199;61,7063141;25,5995274;115,5304413;0;0;12,2245216;167,9186096;0,3329139;1550,2889404;4,6992188;0,0224101;181,2623749;77,1191101;517,2330322;34,3916245;71,2531815;26,0038567;123,8328705;0;0;11,9548883;183,984375;0,0133397;1458,8911133;4,7265625;0,0195411;172,0659332;71,0825806;576,59021;NA;7421,3144531;10032,6542969;57,1162796;9043,5146484;9994,5068359;63,4666672;9043,5146484;9994,5068359;76,1290359;3535,9487305;9994,5068359;84,5139236;3042,2385254;9994,5068359;88,1037369;3042,2385254;9994,5068359;90,1875763;3042,2385254;9994,5068359;89,7781448;3042,2385254;9994,5068359;91,0304871;60939,1953125;15239,4677734;10652,5292969;1729,2297363;4,5114031;11673,3535156;13701,1298828;44729,3671875;16750,78125;7650,8095703;925,031311;0;19889,3359375;7728,2197266;36896,2539062;17205,2675781;7760,7666016;2058,2072754;0;31624,3730469;6848,3618164;33447,4921875;13550,8320312;5289,0615234;682,8540039;0;32360,5605469;3824,5187988;25196,2949219;12790,1767578;4182,2685547;749,0670776;0;41242,7539062;6067,5415039;20361,25;11808,6494141;2918,8466797;394,102417;0;49625,3398438;7388,1875;16297,9970703;2882,6733398;2394,2878418;286,1949158;0;58377,5585938;7098,3666992;14743,9306641;2828,4018555;1776,1870117;274,3990784;0;63619,1132812;7016,1743164
"110";110;26,0232868;32,5102158;8,7727461;50,5805206;1,6119949;1,0168185;20,5758362;48,8503914;0,9853485;927,6810913;4,8007812;4,992403;111,9473953;42,6661377;11,4083109;36,5614204;41,0946999;20,3323612;73,303978;0;0;22,7715797;66,7432938;0,8890373;1505,8977051;4,5761719;1,3603845;169,021225;81,961731;100,4603729;88,16362;41,1593475;19,0496788;84,2967148;0;0;22,9347191;90,1199722;0,807153;2056,083252;4,7871094;1,681886;247,0917816;95,5887985;180,7794189;24,707777;40,01371;19,2207508;82,9587784;0;0;13,265667;103,6903152;0,4435898;1414,1993408;4,359375;0,1279023;146,7075348;88,9923553;259,9584656;22,0708752;38,1018372;18,0665894;90,7534256;0;0;12,4500055;134,150238;0,2988569;1376,4562988;4,2109375;0,3119796;134,6573792;94,7520142;376,1144714;27,2624416;43,7886887;22,9486008;103,1069336;0;0;12,4518986;161,6594849;0,348288;1378,5998535;4,2695312;0,218544;138,0870209;91,6795883;490,0715027;41,0777435;57,2458229;24,8660431;112,3288116;0;0;12,4713421;168,4221802;0,3412019;1439,8774414;4,6328125;0,030779;164,7380676;75,2415085;519,2071533;31,245924;64,6439362;25,111618;118,6531143;0;0;12,3221445;176,4654999;0,3432866;1381,5418701;4,6367188;0,0299746;158,2693939;71,9876022;543,3944702;NA;7402,0512695;10032,6542969;46,4000015;9043,5146484;9994,5068359;57,4477959;9043,5146484;9994,5068359;70,4890366;3542,6044922;9994,5068359;82,9330292;3042,2385254;9994,5068359;86,7947845;3042,2385254;9994,5068359;89,0363998;3042,2385254;9994,5068359;89,66465;3042,2385254;9994,5068359;90,1875763;60942,578125;15226,796875;10659,7998047;1707,2388916;6,8641133;11681,65625;13707,2421875;44736,3242188;16761,0703125;7643,4785156;918,56427;0;19882,8632812;7726,7285156;36877,6835938;17216,4140625;7764,625;2061,5541992;0;31625,4941406;6852,8911133;33477,9726562;13554,2109375;5289,3554688;684,8823853;0;32342,7441406;3807,8740234;25200,3261719;12795,3925781;4183,828125;750,5898438;0;41231,6523438;6079,3803711;20361,7089844;11810,0634766;2917,6547852;393,2663574;0;49611,8476562;7427,0234375;16294,8017578;2880,7983398;2394,4384766;286,4898987;0;58371,5820312;7125,9985352;14752,8496094;2826,0939941;1776,4912109;272,3098145;0;63609,484375;7033,8818359
"111";111;15,9548368;19,8993168;6,8896298;39,4905319;2,4168453;1,45047;20,6004333;43,1541557;0,5853176;426,7049255;4,8886719;3,5951371;52,8364563;18,2810383;4,8814278;20,9601345;23,5732498;15,40909;54,5791969;0;0;22,9258099;52,7778091;0,512762;723,3247681;4,6953125;0,7854252;84,4663696;36,0877762;39,5227242;49,4532471;23,1343575;14,3611422;63,4911346;0;0;23,171669;67,5128784;0,445499;1026,4700928;4,8691406;1,2374067;126,3921509;44,6861916;75,8521729;17,0814686;27,6175976;15,964757;68,450264;0;0;13,3688364;77,8349228;0,2730868;883,8540039;4,5507812;0,0454815;98,3357849;48,973217;129,7450104;15,1307449;26,1340561;14,9929953;75,2958832;0;0;12,4897881;96,3568726;0,1829028;914,2268066;4,3769531;0,1168762;95,478241;56,8929024;197,9588928;19,1916142;30,8301582;19,2947674;85,7992859;0;0;12,5454836;116,6338272;0,2135916;963,4188232;4,4277344;0,0883367;102,5502319;58,0195694;279,6119995;30,0265923;41,758091;21,3933296;95,6074448;0;0;12,6292219;133,8847961;0,213491;1035,8399658;4,7148438;0,0215407;121,717659;50,9223404;349,0985718;23,3398361;48,0787659;21,8123703;101,2050095;0;0;12,5015001;129,7072906;0,177346;1015,9639282;4,8710938;0,0114045;125,1689987;44,158329;386,5923767;NA;7363,5991211;10032,6542969;41,404232;9043,5146484;9994,5068359;48,0712166;9043,5146484;9994,5068359;57,4477959;3555,9350586;9994,5068359;77,6702042;3042,2385254;9994,5068359;81,4716568;3042,2385254;9994,5068359;84,5678024;3042,2385254;9994,5068359;86,4536362;3042,2385254;9994,5068359;87,5144119;60932,1953125;15199,265625;10659,7939453;1697,2407227;12,4677811;11699,2978516;13734,4667969;44743,40625;16773,8652344;7625,6342773;900,3363647;0;19877,9414062;7737,8623047;36840,90625;17234,2734375;7772,4238281;2061,7302246;0;31628,4492188;6873,6469727;33531,3945312;13553,5273438;5287,4667969;680,1140137;0;32322,3632812;3770,0610352;25208,5195312;12806,0410156;4187,7607422;751,1154175;0;41217,8476562;6078,6289062;20360,8496094;11811,3896484;2913,0998535;388,6160278;0;49594,2421875;7487,9750977;16283,6875;2872,8562012;2393,7451172;283,3428955;0;58363,1484375;7193,3408203;14779,2558594;2818,9299316;1777,5574951;267,5584412;0;63588,0976562;7063,0068359
"112";112;18,99119;23,6345387;7,9180651;46,0845261;3,2670352;2,4690387;22,7131138;61,1871719;1,0259718;442,302063;4,8789062;4,1323485;54,6151047;19,1019135;3,9557257;21,5882187;24,2904835;16,4599171;57,3398247;0,2269239;0,1163987;25,4442158;62,0246964;0,9100689;677,899353;4,6953125;0,8745486;79,1617966;33,8214226;28,8446789;44,3626175;20,7899914;14,3451757;63,2793503;0;0;25,608675;68,7698135;0,7881299;866,234314;4,8730469;1,3527999;106,7820206;37,5903702;44,4694977;13,7829437;22,2577477;14,5595512;62,0861092;0;0;13,7128115;67,9381943;0,4349355;689,1187744;4,625;0,0327096;78,6375504;36,2155991;71,8088455;12,2306404;21,1308422;13,7360268;68,8419724;0;0;12,9100685;80,7146454;0,2476876;751,9090576;4,4550781;0,0785654;80,8459396;44,4722404;114,9940948;15,7746487;25,3413773;17,7516651;78,1682816;0;0;12,9027939;97,4967422;0,3274752;794,9129639;4,5214844;0,055301;87,5356903;44,9498062;172,639328;25,3690319;35,2126656;19,9172993;87,8447647;0;0;12,9352703;113,3429337;0,343982;897,9511719;4,7792969;0,0168742;107,6554718;42,0030518;237,1105347;20,7046795;42,4754601;20,8843117;94,8469009;0;0;12,9052954;120,7913895;0,2723748;910,7824707;4,8378906;0,0133714;111,130188;40,6668892;280,9760132;NA;7325,2470703;10032,6542969;49,9267235;9043,5146484;9994,5068359;50,0732079;9043,5146484;9994,5068359;53,7142868;3569,2905273;9994,5068359;74,457756;3042,2385254;9994,5068359;77,6199951;3042,2385254;9994,5068359;80,7573853;3042,2385254;9994,5068359;83,5782318;3042,2385254;9994,5068359;84,5678024;60912,5820312;15161,1435547;10660,7314453;1723,5369873;18,4681473;11717,4882812;13762,4423828;44746,6640625;16782,5820312;7606,6157227;883,2810059;0,1793043;19874,2910156;7760,71875;36802,8242188;17247,1875;7779,2255859;2058,9399414;0;31632,8085938;6906,980957;33568,8359375;13552,3779297;5285,8950195;676,2172852;0;32309,5859375;3741,1279297;25213,5019531;12812,1464844;4190,4301758;750,0544434;0;41209,5507812;6079,6210938;20359,5800781;11810,8232422;2909,4853516;384,3517456;0;49583,6484375;7531,5703125;16275,3730469;2865,84375;2392,739502;279,5129395;0;58357,9882812;7244,4663086;14792,6279297;2809,9018555;1777,204834;261,8401794;0;63574,96875;7099,9472656
