;month;Ca;Mg;K;Na;NH4;NO3;Cl;SO4;pH;YEAR;P
1890;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2162;0.194
1891;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2162;0.194
1892;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2162;0.194
1893;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2162;0.194
1894;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2162;0.194
1895;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2162;0.194
1896;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2162;0.194
1897;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2163;0.194
1898;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2163;0.194
1899;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2163;0.194
1900;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2163;0.194
1901;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2163;0.194
1902;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2163;0.194
1903;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2163;0.194
1904;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2163;0.194
1905;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2163;0.194
1906;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2163;0.194
1907;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2163;0.194
1908;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2163;0.194
1909;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2164;0.194
1910;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2164;0.194
1911;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2164;0.194
1912;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2164;0.194
1913;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2164;0.194
1914;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2164;0.194
1915;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2164;0.194
1916;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2164;0.194
1917;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2164;0.194
1918;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2164;0.194
1919;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2164;0.194
1920;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2164;0.194
1921;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2165;0.194
1922;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2165;0.194
1923;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2165;0.194
1924;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2165;0.194
1925;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2165;0.194
1926;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2165;0.194
1927;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2165;0.194
1928;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2165;0.194
1929;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2165;0.194
1930;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2165;0.194
1931;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2165;0.194
1932;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2165;0.194
1933;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2166;0.194
1934;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2166;0.194
1935;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2166;0.194
1936;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2166;0.194
1937;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2166;0.194
1938;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2166;0.194
1939;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2166;0.194
1940;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2166;0.194
1941;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2166;0.194
1942;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2166;0.194
1943;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2166;0.194
1944;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2166;0.194
1945;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2167;0.194
1946;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2167;0.194
1947;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2167;0.194
1948;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2167;0.194
1949;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2167;0.194
1950;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2167;0.194
1951;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2167;0.194
1952;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2167;0.194
1953;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2167;0.194
1954;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2167;0.194
1955;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2167;0.194
1956;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2167;0.194
1957;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2168;0.194
1958;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2168;0.194
1959;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2168;0.194
1960;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2168;0.194
1961;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2168;0.194
1962;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2168;0.194
1963;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2168;0.194
1964;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2168;0.194
1965;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2168;0.194
1966;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2168;0.194
1967;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2168;0.194
1968;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2168;0.194
1969;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2169;0.194
1970;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2169;0.194
1971;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2169;0.194
1972;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2169;0.194
1973;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2169;0.194
1974;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2169;0.194
1975;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2169;0.194
1976;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2169;0.194
1977;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2169;0.194
1978;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2169;0.194
1979;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2169;0.194
1980;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2169;0.194
1981;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2170;0.194
1982;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2170;0.194
1983;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2170;0.194
1984;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2170;0.194
1985;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2170;0.194
1986;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2170;0.194
1987;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2170;0.194
1988;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2170;0.194
1989;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2170;0.194
1990;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2170;0.194
1991;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2170;0.194
1992;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2170;0.194
1993;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2171;0.194
1994;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2171;0.194
1995;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2171;0.194
1996;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2171;0.194
1997;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2171;0.194
1998;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2171;0.194
1999;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2171;0.194
2000;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2171;0.194
2001;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2171;0.194
2002;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2171;0.194
2003;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2171;0.194
2004;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2171;0.194
2005;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2172;0.194
2006;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2172;0.194
2007;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2172;0.194
2008;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2172;0.194
2009;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2172;0.194
2010;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2172;0.194
2011;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2172;0.194
2012;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2172;0.194
2013;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2172;0.194
2014;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2172;0.194
2015;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2172;0.194
2016;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2172;0.194
2017;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2173;0.194
2018;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2173;0.194
2019;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2173;0.194
2020;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2173;0.194
2021;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2173;0.194
2022;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2173;0.194
2023;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2173;0.194
2024;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2173;0.194
2025;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2173;0.194
2026;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2173;0.194
2027;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2173;0.194
2028;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2173;0.194
2029;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2174;0.194
2030;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2174;0.194
2031;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2174;0.194
2032;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2174;0.194
2033;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2174;0.194
2034;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2174;0.194
2035;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2174;0.194
2036;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2174;0.194
2037;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2174;0.194
2038;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2174;0.194
2039;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2174;0.194
2040;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2174;0.194
2041;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2175;0.194
2042;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2175;0.194
2043;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2175;0.194
2044;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2175;0.194
2045;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2175;0.194
2046;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2175;0.194
2047;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2175;0.194
2048;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2175;0.194
2049;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2175;0.194
2050;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2175;0.194
2051;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2175;0.194
2052;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2175;0.194
2053;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2176;0.194
2054;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2176;0.194
2055;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2176;0.194
2056;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2176;0.194
2057;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2176;0.194
2058;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2176;0.194
2059;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2176;0.194
2060;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2176;0.194
2061;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2176;0.194
2062;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2176;0.194
2063;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2176;0.194
2064;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2176;0.194
2065;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2177;0.194
2066;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2177;0.194
2067;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2177;0.194
2068;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2177;0.194
2069;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2177;0.194
2070;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2177;0.194
2071;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2177;0.194
2072;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2177;0.194
2073;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2177;0.194
2074;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2177;0.194
2075;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2177;0.194
2076;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2177;0.194
2077;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2178;0.194
2078;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2178;0.194
2079;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2178;0.194
2080;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2178;0.194
2081;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2178;0.194
2082;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2178;0.194
2083;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2178;0.194
2084;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2178;0.194
2085;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2178;0.194
2086;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2178;0.194
2087;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2178;0.194
2088;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2178;0.194
2089;1;1.075901991;3.452787492;0.730466542;32.07861723;0.845309745;8.350289504;37.20418582;9.782629035;4.15668279;2179;0.194
2090;2;1.095863067;3.541658095;0.758089226;32.70324291;1.379339887;9.698215854;37.55958593;10.16061126;4.392493478;2179;0.194
2091;3;1.761743172;3.810209539;1.163733462;35.05441299;1.897051309;10.63521641;39.62388837;13.07723152;3.869073118;2179;0.194
2092;4;2.229910933;4.269811881;1.131052302;37.24200905;3.479816141;17.44667697;42.72009578;16.41919481;4.561960295;2179;0.194
2093;5;3.011092655;3.453140153;1.051379289;24.51401006;3.403983196;13.44254637;28.68485842;15.01971442;4.412726712;2179;0.194
2094;6;1.378792835;1.854518579;0.681094309;17.46187378;2.42740974;13.95099541;17.89850099;13.46801347;5.814087435;2179;0.194
2095;7;3.577115534;1.827158647;1.105604917;20.2224342;8.843170509;40.39625192;13.10185316;24.97058532;6.675205968;2179;0.194
2096;8;1.61708478;1.990576111;0.798963004;15.87041361;1.941247845;13.77232053;16.4993761;14.44684532;5.071110058;2179;0.194
2097;9;1.461039861;3.265598452;0.844026467;32.16567689;4.27044306;15.46614332;35.61522767;14.72703016;5.3918225;2179;0.194
2098;10;1.479522339;3.375315245;0.903705106;29.69436825;1.586542313;10.48440045;34.17461407;10.85179987;3.965372538;2179;0.194
2099;11;1.338131385;4.46181627;1.056217183;40.93608383;0.965146574;6.795689576;47.61442118;11.36349198;4.027657525;2179;0.194
2100;12;1.10498813;4.06295001;0.850420607;37.77612057;0.856732849;6.624380781;43.77626717;10.26931902;4.135653707;2179;0.194
